workerId,failed_catch_trial,problem_with_audio,category,filename
A1CHC8M7CWC254,0,0,water,water_05.mp3
A1CHC8M7CWC254,0,0,zipper,zipper_01.mp3
A1DD220SSDU5Q9,0,0,coin,coin_04.mp3
A1DD220SSDU5Q9,0,0,cork,cork_04.mp3
A1DD220SSDU5Q9,0,0,glass,glass_06.mp3
A1DD220SSDU5Q9,0,0,horn,horn_03.mp3
A1DD220SSDU5Q9,0,0,ring,ring_03.mp3
A1DD220SSDU5Q9,0,0,tear,tear_03.mp3
A1DD220SSDU5Q9,0,0,water,water_06.mp3
A1DD220SSDU5Q9,0,0,zipper,zipper_01.mp3
A1KZRSLKACHL4D,0,0,coin,coin_04.mp3
A1KZRSLKACHL4D,0,0,cork,cork_04.mp3
A1KZRSLKACHL4D,0,0,glass,glass_01.mp3
A1KZRSLKACHL4D,0,0,horn,horn_02.mp3
A1KZRSLKACHL4D,0,0,ring,ring_03.mp3
A1KZRSLKACHL4D,0,0,tear,tear_03.mp3
A1KZRSLKACHL4D,0,0,water,water_04.mp3
A1KZRSLKACHL4D,0,0,zipper,zipper_03.mp3
A1L8EDNM7HZZAX,1,0,coin,coin_04.mp3
A1L8EDNM7HZZAX,1,0,cork,cork_06.mp3
A1L8EDNM7HZZAX,1,0,glass,glass_02.mp3
A1L8EDNM7HZZAX,1,0,horn,horn_02.mp3
A1L8EDNM7HZZAX,1,0,ring,ring_03.mp3
A1L8EDNM7HZZAX,1,1,tear,tear_02.mp3
A1L8EDNM7HZZAX,1,1,water,water_06.mp3
A1L8EDNM7HZZAX,1,1,zipper,zipper_04.mp3
A1N2ZR96V4K9HK,0,0,coin,coin_05.mp3
A1N2ZR96V4K9HK,0,0,cork,cork_04.mp3
A1N2ZR96V4K9HK,0,0,glass,glass_01.mp3
A1N2ZR96V4K9HK,0,0,horn,horn_03.mp3
A1N2ZR96V4K9HK,0,0,ring,ring_05.mp3
A1N2ZR96V4K9HK,0,0,tear,tear_01.mp3
A1N2ZR96V4K9HK,0,0,water,water_05.mp3
A1N2ZR96V4K9HK,0,0,zipper,zipper_04.mp3
A1NKBXOTZAI1YK,1,0,coin,coin_04.mp3
A1NKBXOTZAI1YK,1,0,cork,cork_01.mp3
A1NKBXOTZAI1YK,1,0,glass,glass_02.mp3
A1NKBXOTZAI1YK,1,0,horn,horn_02.mp3
A1NKBXOTZAI1YK,1,0,ring,ring_03.mp3
A1NKBXOTZAI1YK,1,0,tear,tear_01.mp3
A1NKBXOTZAI1YK,1,0,water,water_04.mp3
A1NKBXOTZAI1YK,1,0,zipper,zipper_01.mp3
A1R0689JPSQ3OF,1,0,coin,coin_04.mp3
A1R0689JPSQ3OF,1,0,cork,cork_01.mp3
A1R0689JPSQ3OF,1,0,glass,glass_06.mp3
A1R0689JPSQ3OF,1,0,horn,horn_02.mp3
A1R0689JPSQ3OF,1,0,ring,ring_05.mp3
A1R0689JPSQ3OF,1,0,tear,tear_03.mp3
A1R0689JPSQ3OF,1,0,water,water_04.mp3
A1R0689JPSQ3OF,1,0,zipper,zipper_01.mp3
A1RDRK3QTM7U96,0,0,coin,coin_04.mp3
A1RDRK3QTM7U96,0,0,cork,cork_04.mp3
A1RDRK3QTM7U96,0,0,glass,glass_06.mp3
A1RDRK3QTM7U96,0,0,horn,horn_02.mp3
A1RDRK3QTM7U96,0,0,ring,ring_05.mp3
A1RDRK3QTM7U96,0,0,tear,tear_01.mp3
A1RDRK3QTM7U96,0,0,water,water_05.mp3
A1RDRK3QTM7U96,0,1,zipper,zipper_01.mp3
A1TINGYIS6X05Z,0,0,coin,coin_04.mp3
A1TINGYIS6X05Z,0,0,cork,cork_04.mp3
A1TINGYIS6X05Z,0,0,glass,glass_06.mp3
A1TINGYIS6X05Z,0,0,horn,horn_02.mp3
A1TINGYIS6X05Z,0,0,ring,ring_03.mp3
A1TINGYIS6X05Z,0,0,tear,tear_03.mp3
A1TINGYIS6X05Z,0,0,water,water_05.mp3
A1TINGYIS6X05Z,0,0,zipper,zipper_03.mp3
A1WQWR5Z0J2Y42,0,0,coin,coin_04.mp3
A1WQWR5Z0J2Y42,0,0,cork,cork_04.mp3
A1WQWR5Z0J2Y42,0,0,glass,glass_06.mp3
A1WQWR5Z0J2Y42,0,0,horn,horn_03.mp3
A1WQWR5Z0J2Y42,0,0,ring,ring_03.mp3
A1WQWR5Z0J2Y42,0,0,tear,tear_01.mp3
A1WQWR5Z0J2Y42,0,0,water,water_06.mp3
A1WQWR5Z0J2Y42,0,0,zipper,zipper_05.mp3
A1X5IZPCRLL0Z7,0,0,coin,coin_04.mp3
A1X5IZPCRLL0Z7,0,0,cork,cork_01.mp3
A1X5IZPCRLL0Z7,0,0,glass,glass_06.mp3
A1X5IZPCRLL0Z7,0,0,horn,horn_06.mp3
A1X5IZPCRLL0Z7,0,0,ring,ring_03.mp3
A1X5IZPCRLL0Z7,0,0,tear,tear_03.mp3
A1X5IZPCRLL0Z7,0,0,water,water_05.mp3
A1X5IZPCRLL0Z7,0,0,zipper,zipper_04.mp3
A1ZOFPPZVYQ0Z8,1,0,coin,coin_04.mp3
A1ZOFPPZVYQ0Z8,1,0,cork,cork_04.mp3
A1ZOFPPZVYQ0Z8,1,0,glass,glass_01.mp3
A1ZOFPPZVYQ0Z8,1,0,horn,horn_06.mp3
A1ZOFPPZVYQ0Z8,1,0,ring,ring_05.mp3
A1ZOFPPZVYQ0Z8,1,0,tear,tear_01.mp3
A1ZOFPPZVYQ0Z8,1,0,water,water_04.mp3
A1ZOFPPZVYQ0Z8,1,0,zipper,zipper_04.mp3
A25SL6XK7FJ0OD,1,0,coin,coin_04.mp3
A25SL6XK7FJ0OD,1,0,cork,cork_04.mp3
A25SL6XK7FJ0OD,1,0,glass,glass_02.mp3
A25SL6XK7FJ0OD,1,0,horn,horn_06.mp3
A25SL6XK7FJ0OD,1,0,ring,ring_03.mp3
A25SL6XK7FJ0OD,1,0,tear,tear_01.mp3
A25SL6XK7FJ0OD,1,0,water,water_05.mp3
A25SL6XK7FJ0OD,1,1,zipper,zipper_05.mp3
A2CF2BD4Q0ZDJN,0,0,coin,coin_04.mp3
A2CF2BD4Q0ZDJN,0,0,cork,cork_03.mp3
A2CF2BD4Q0ZDJN,0,0,glass,glass_06.mp3
A2CF2BD4Q0ZDJN,0,0,horn,horn_02.mp3
A2CF2BD4Q0ZDJN,0,0,ring,ring_03.mp3
A2CF2BD4Q0ZDJN,0,0,tear,tear_02.mp3
A2CF2BD4Q0ZDJN,0,0,water,water_05.mp3
A2CF2BD4Q0ZDJN,0,0,zipper,zipper_04.mp3
A2E3TO92MCQ9XU,0,0,coin,coin_04.mp3
A2E3TO92MCQ9XU,0,0,cork,cork_03.mp3
A2E3TO92MCQ9XU,0,0,glass,glass_01.mp3
A2E3TO92MCQ9XU,0,0,horn,horn_02.mp3
A2E3TO92MCQ9XU,0,0,ring,ring_03.mp3
A2E3TO92MCQ9XU,0,0,tear,tear_03.mp3
A2E3TO92MCQ9XU,0,0,water,water_05.mp3
A2E3TO92MCQ9XU,0,0,zipper,zipper_01.mp3
A2E746SZEOVYXS,0,0,coin,coin_04.mp3
A2E746SZEOVYXS,0,0,cork,cork_01.mp3
A2E746SZEOVYXS,0,0,glass,glass_01.mp3
A2E746SZEOVYXS,0,0,horn,horn_03.mp3
A2E746SZEOVYXS,0,0,ring,ring_03.mp3
A2E746SZEOVYXS,0,0,tear,tear_04.mp3
A2E746SZEOVYXS,0,0,water,water_05.mp3
A2E746SZEOVYXS,0,0,zipper,zipper_03.mp3
A2G6074KBB11TH,0,0,coin,coin_04.mp3
A2G6074KBB11TH,0,0,cork,cork_04.mp3
A2G6074KBB11TH,0,0,glass,glass_05.mp3
A2G6074KBB11TH,0,0,horn,horn_06.mp3
A2G6074KBB11TH,0,0,ring,ring_03.mp3
A2G6074KBB11TH,0,0,tear,tear_02.mp3
A2G6074KBB11TH,0,0,water,water_06.mp3
A2G6074KBB11TH,0,0,zipper,zipper_05.mp3
A2HSFJ1STZZGM5,1,0,coin,coin_01.mp3
A2HSFJ1STZZGM5,1,0,cork,cork_04.mp3
A2HSFJ1STZZGM5,1,0,glass,glass_01.mp3
A2HSFJ1STZZGM5,1,0,horn,horn_06.mp3
A2HSFJ1STZZGM5,1,0,ring,ring_03.mp3
A2HSFJ1STZZGM5,1,0,tear,tear_02.mp3
A2HSFJ1STZZGM5,1,0,water,water_06.mp3
A2HSFJ1STZZGM5,1,0,zipper,zipper_01.mp3
A2QTP92PCZUGI2,0,0,coin,coin_04.mp3
A2QTP92PCZUGI2,0,0,cork,cork_04.mp3
A2QTP92PCZUGI2,0,0,glass,glass_02.mp3
A2QTP92PCZUGI2,0,0,horn,horn_02.mp3
A2QTP92PCZUGI2,0,0,ring,ring_05.mp3
A2QTP92PCZUGI2,0,0,tear,tear_03.mp3
A2QTP92PCZUGI2,0,0,water,water_05.mp3
A2QTP92PCZUGI2,0,0,zipper,zipper_04.mp3
A2RDNYV4SH5E89,0,0,coin,coin_04.mp3
A2RDNYV4SH5E89,0,0,cork,cork_04.mp3
A2RDNYV4SH5E89,0,0,glass,glass_02.mp3
A2RDNYV4SH5E89,0,0,horn,horn_02.mp3
A2RDNYV4SH5E89,0,0,ring,ring_05.mp3
A2RDNYV4SH5E89,0,0,tear,tear_01.mp3
A2RDNYV4SH5E89,0,0,water,water_06.mp3
A2RDNYV4SH5E89,0,0,zipper,zipper_04.mp3
A2YGAEODJ5SSF6,0,0,coin,coin_04.mp3
A2YGAEODJ5SSF6,0,0,cork,cork_04.mp3
A2YGAEODJ5SSF6,0,0,glass,glass_06.mp3
A2YGAEODJ5SSF6,0,0,horn,horn_02.mp3
A2YGAEODJ5SSF6,0,0,ring,ring_03.mp3
A2YGAEODJ5SSF6,0,0,tear,tear_02.mp3
A2YGAEODJ5SSF6,0,0,water,water_05.mp3
A2YGAEODJ5SSF6,0,0,zipper,zipper_01.mp3
A3CVX7GHF3B65Q,0,1,coin,coin_04.mp3
A3CVX7GHF3B65Q,0,1,cork,cork_01.mp3
A3CVX7GHF3B65Q,0,1,glass,glass_02.mp3
A3CVX7GHF3B65Q,0,1,horn,horn_02.mp3
A3CVX7GHF3B65Q,0,1,ring,ring_03.mp3
A3CVX7GHF3B65Q,0,1,tear,tear_01.mp3
A3CVX7GHF3B65Q,0,1,water,water_05.mp3
A3CVX7GHF3B65Q,0,1,zipper,zipper_03.mp3
A3D3NEQ158WUB0,0,0,coin,coin_04.mp3
A3D3NEQ158WUB0,0,0,cork,cork_06.mp3
A3D3NEQ158WUB0,0,0,glass,glass_06.mp3
A3D3NEQ158WUB0,0,0,horn,horn_02.mp3
A3D3NEQ158WUB0,0,0,ring,ring_03.mp3
A3D3NEQ158WUB0,0,0,tear,tear_02.mp3
A3D3NEQ158WUB0,0,0,water,water_06.mp3
A3D3NEQ158WUB0,0,0,zipper,zipper_05.mp3
A3LKPARORDKLWT,0,0,coin,coin_04.mp3
A3LKPARORDKLWT,0,0,cork,cork_04.mp3
A3LKPARORDKLWT,0,0,glass,glass_01.mp3
A3LKPARORDKLWT,0,0,horn,horn_02.mp3
A3LKPARORDKLWT,0,0,ring,ring_03.mp3
A3LKPARORDKLWT,0,0,tear,tear_01.mp3
A3LKPARORDKLWT,0,0,water,water_05.mp3
A3LKPARORDKLWT,0,0,zipper,zipper_01.mp3
A3N3GGRTTDFKLF,0,0,coin,coin_04.mp3
A3N3GGRTTDFKLF,0,0,cork,cork_04.mp3
A3N3GGRTTDFKLF,0,0,glass,glass_02.mp3
A3N3GGRTTDFKLF,0,0,horn,horn_06.mp3
A3N3GGRTTDFKLF,0,0,ring,ring_03.mp3
A3N3GGRTTDFKLF,0,0,tear,tear_01.mp3
A3N3GGRTTDFKLF,0,0,water,water_06.mp3
A3N3GGRTTDFKLF,0,0,zipper,zipper_04.mp3
A3US3R22I0W1QE,0,0,coin,coin_04.mp3
A3US3R22I0W1QE,0,0,cork,cork_04.mp3
A3US3R22I0W1QE,0,0,glass,glass_01.mp3
A3US3R22I0W1QE,0,0,horn,horn_03.mp3
A3US3R22I0W1QE,0,0,ring,ring_05.mp3
A3US3R22I0W1QE,0,0,tear,tear_04.mp3
A3US3R22I0W1QE,0,0,water,water_04.mp3
A3US3R22I0W1QE,0,0,zipper,zipper_01.mp3
A3V55QSFT7MLRX,0,0,coin,coin_04.mp3
A3V55QSFT7MLRX,0,0,cork,cork_01.mp3
A3V55QSFT7MLRX,0,0,glass,glass_06.mp3
A3V55QSFT7MLRX,0,0,horn,horn_06.mp3
A3V55QSFT7MLRX,0,0,ring,ring_03.mp3
A3V55QSFT7MLRX,0,0,tear,tear_03.mp3
A3V55QSFT7MLRX,0,0,water,water_04.mp3
A3V55QSFT7MLRX,0,0,zipper,zipper_01.mp3
A55CXM7QR7R0N,0,0,coin,coin_06.mp3
A55CXM7QR7R0N,0,0,cork,cork_06.mp3
A55CXM7QR7R0N,0,0,glass,glass_01.mp3
A55CXM7QR7R0N,0,0,horn,horn_02.mp3
A55CXM7QR7R0N,0,0,ring,ring_05.mp3
A55CXM7QR7R0N,0,0,tear,tear_01.mp3
A55CXM7QR7R0N,0,0,water,water_05.mp3
A55CXM7QR7R0N,0,0,zipper,zipper_04.mp3
A90JBLDKW71DX,0,0,coin,coin_06.mp3
A90JBLDKW71DX,0,0,cork,cork_04.mp3
A90JBLDKW71DX,0,0,glass,glass_05.mp3
A90JBLDKW71DX,0,0,horn,horn_06.mp3
A90JBLDKW71DX,0,0,ring,ring_05.mp3
A90JBLDKW71DX,0,0,tear,tear_04.mp3
A90JBLDKW71DX,0,0,water,water_06.mp3
A90JBLDKW71DX,0,0,zipper,zipper_05.mp3
AI73488LTDOU0,0,0,coin,coin_04.mp3
AI73488LTDOU0,0,0,cork,cork_04.mp3
AI73488LTDOU0,0,1,glass,glass_02.mp3
AI73488LTDOU0,0,0,horn,horn_03.mp3
AI73488LTDOU0,0,0,ring,ring_03.mp3
AI73488LTDOU0,0,0,tear,tear_02.mp3
AI73488LTDOU0,0,0,water,water_06.mp3
AI73488LTDOU0,0,0,zipper,zipper_01.mp3
AK8NUCU4Z1MD8,1,0,coin,coin_04.mp3
AK8NUCU4Z1MD8,1,0,cork,cork_01.mp3
AK8NUCU4Z1MD8,1,0,glass,glass_06.mp3
AK8NUCU4Z1MD8,1,0,horn,horn_05.mp3
AK8NUCU4Z1MD8,1,0,ring,ring_03.mp3
AK8NUCU4Z1MD8,1,0,tear,tear_01.mp3
AK8NUCU4Z1MD8,1,0,water,water_03.mp3
AK8NUCU4Z1MD8,1,0,zipper,zipper_03.mp3
ALXDRX72JN55G,0,1,coin,coin_04.mp3
ALXDRX72JN55G,0,0,cork,cork_01.mp3
ALXDRX72JN55G,0,0,glass,glass_02.mp3
ALXDRX72JN55G,0,0,horn,horn_03.mp3
ALXDRX72JN55G,0,0,ring,ring_03.mp3
ALXDRX72JN55G,0,0,tear,tear_01.mp3
ALXDRX72JN55G,0,0,water,water_06.mp3
ALXDRX72JN55G,0,0,zipper,zipper_04.mp3
ARR3UJTM2ZGK4,0,0,coin,coin_04.mp3
ARR3UJTM2ZGK4,0,0,cork,cork_01.mp3
ARR3UJTM2ZGK4,0,0,glass,glass_01.mp3
ARR3UJTM2ZGK4,0,0,horn,horn_06.mp3
ARR3UJTM2ZGK4,0,0,ring,ring_03.mp3
ARR3UJTM2ZGK4,0,0,tear,tear_02.mp3
ARR3UJTM2ZGK4,0,0,water,water_05.mp3
ARR3UJTM2ZGK4,0,0,zipper,zipper_04.mp3
AU6ZURVHX4KPT,0,0,coin,coin_04.mp3
AU6ZURVHX4KPT,0,0,cork,cork_01.mp3
AU6ZURVHX4KPT,0,0,glass,glass_06.mp3
AU6ZURVHX4KPT,0,0,horn,horn_06.mp3
AU6ZURVHX4KPT,0,0,ring,ring_05.mp3
AU6ZURVHX4KPT,0,0,tear,tear_03.mp3
AU6ZURVHX4KPT,0,0,water,water_05.mp3
AU6ZURVHX4KPT,0,0,zipper,zipper_04.mp3
AUOT6UI205EDN,0,0,coin,coin_04.mp3
AUOT6UI205EDN,0,0,cork,cork_04.mp3
AUOT6UI205EDN,0,0,glass,glass_01.mp3
AUOT6UI205EDN,0,0,horn,horn_02.mp3
AUOT6UI205EDN,0,0,ring,ring_03.mp3
AUOT6UI205EDN,0,0,tear,tear_01.mp3
AUOT6UI205EDN,0,0,water,water_05.mp3
AUOT6UI205EDN,0,0,zipper,zipper_04.mp3
AVCXJ9M71WDCB,0,0,coin,coin_04.mp3
AVCXJ9M71WDCB,0,0,cork,cork_01.mp3
AVCXJ9M71WDCB,0,0,glass,glass_01.mp3
AVCXJ9M71WDCB,0,0,horn,horn_03.mp3
AVCXJ9M71WDCB,0,0,ring,ring_03.mp3
AVCXJ9M71WDCB,0,0,tear,tear_01.mp3
AVCXJ9M71WDCB,0,0,water,water_05.mp3
AVCXJ9M71WDCB,0,0,zipper,zipper_03.mp3
AXFXBHAKK5QG7,0,0,coin,coin_04.mp3
AXFXBHAKK5QG7,0,0,cork,cork_01.mp3
AXFXBHAKK5QG7,0,0,glass,glass_02.mp3
AXFXBHAKK5QG7,0,0,horn,horn_02.mp3
AXFXBHAKK5QG7,0,0,ring,ring_03.mp3
AXFXBHAKK5QG7,0,0,tear,tear_01.mp3
AXFXBHAKK5QG7,0,0,water,water_05.mp3
AXFXBHAKK5QG7,0,0,zipper,zipper_01.mp3
AY3JWZ1R4XVJD,0,0,coin,coin_05.mp3
AY3JWZ1R4XVJD,0,0,cork,cork_01.mp3
AY3JWZ1R4XVJD,0,0,glass,glass_01.mp3
AY3JWZ1R4XVJD,0,0,horn,horn_02.mp3
AY3JWZ1R4XVJD,0,0,ring,ring_05.mp3
AY3JWZ1R4XVJD,0,0,tear,tear_01.mp3
AY3JWZ1R4XVJD,0,0,water,water_04.mp3
AY3JWZ1R4XVJD,0,0,zipper,zipper_04.mp3
