response_id,selection,question_pk,choices,message_id,survey_id,answer,question_id,seed_id,chain_name,question_type,survey_name,num_questions_per_player,survey_type,experiment,subj_id,response_ix,audio,chain_id,parent_id,generation,rejected,verified,start_at,end_at,game_name,imitation_name,first_gen_id,is_correct
3773,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3803,36,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
3827,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3895,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3919,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3925,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3929,35,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3930,35,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
3961,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4082,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4210,34,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4244,35,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4245,35,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4396,36,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
4429,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4447,36,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
4449,36,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
4537,34,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4543,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4558,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4564,37,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4590,34,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4615,36,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
4840,34,7,"[34, 35, 36, 37]",72,1,36,6,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
505,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
517,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
541,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
564,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
596,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
620,40,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
632,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
655,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
674,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
684,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
733,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
748,44,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
756,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
795,40,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
852,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
901,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
917,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1008,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
1009,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
1084,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1281,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
1453,40,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1456,44,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1528,40,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1582,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1583,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1588,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1668,40,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1748,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
1749,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1757,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
1888,40,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1918,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
1995,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2141,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
2154,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2176,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
2307,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2355,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2377,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
2418,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2420,44,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2473,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2567,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
2685,48,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2896,36,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
3001,44,106,"[36, 40, 44, 48]",72,6,36,105,36,glass,true_seed,between-3,10,between,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4622,47,240,"[35, 39, 43, 47]",72,11,35,231,36,glass,category_match,same-2,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
4634,35,240,"[35, 39, 43, 47]",72,11,35,231,36,glass,category_match,same-2,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
4692,35,240,"[35, 39, 43, 47]",72,11,35,231,36,glass,category_match,same-2,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
4746,35,240,"[35, 39, 43, 47]",72,11,35,231,36,glass,category_match,same-2,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5464,35,240,"[35, 39, 43, 47]",72,11,35,231,36,glass,category_match,same-2,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5628,35,240,"[35, 39, 43, 47]",72,11,35,231,36,glass,category_match,same-2,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5042,34,182,"[34, 38, 42, 46]",72,10,34,177,36,glass,category_match,same-1,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5409,34,182,"[34, 38, 42, 46]",72,10,34,177,36,glass,category_match,same-1,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5485,34,182,"[34, 38, 42, 46]",72,10,34,177,36,glass,category_match,same-1,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5069,37,345,"[37, 41, 45, 49]",72,13,37,328,36,glass,category_match,same-4,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5207,37,345,"[37, 41, 45, 49]",72,13,37,328,36,glass,category_match,same-4,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5277,37,345,"[37, 41, 45, 49]",72,13,37,328,36,glass,category_match,same-4,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,1
5499,41,345,"[37, 41, 45, 49]",72,13,37,328,36,glass,category_match,same-4,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
5606,45,345,"[37, 41, 45, 49]",72,13,37,328,36,glass,category_match,same-4,10,same,,,,words-in-transition/glass/gen-1_F0cAlFW.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_F0cAlFW.wav,72,0
2,36,16,"[34, 35, 36, 37]",277,1,36,15,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_HtsPsq5.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_HtsPsq5.wav,277,1
16,37,16,"[34, 35, 36, 37]",277,1,36,15,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_HtsPsq5.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_HtsPsq5.wav,277,0
22,37,16,"[34, 35, 36, 37]",277,1,36,15,36,glass,true_seed,within-category-glass,10,within,,,,words-in-transition/glass/gen-1_HtsPsq5.wav,5.0,36.0,1,False,True,0.0,,words-in-transition,gen-1_HtsPsq5.wav,277,0
