message_id,audio,chain_id,parent_id,generation,rejected,verified,start_at,end_at,game_name,chain_name,message_name,seed_id
242,words-in-transition/glass/gen-1_QF3gm8j.wav,5,36.0,1,True,True,0.0,,words-in-transition,glass,gen-1_QF3gm8j.wav,36
215,words-in-transition/glass/gen-1_QVSgb9i.wav,5,37.0,1,False,True,0.0,,words-in-transition,glass,gen-1_QVSgb9i.wav,37
111,words-in-transition/glass/gen-1_RA3b9vT.wav,5,36.0,1,False,True,0.0,,words-in-transition,glass,gen-1_RA3b9vT.wav,36
116,words-in-transition/glass/gen-1_VAFHGHd.wav,5,34.0,1,False,True,378.76993871,2457.6003,words-in-transition,glass,gen-1_VAFHGHd.wav,34
210,words-in-transition/glass/gen-1_YglT06j.wav,5,37.0,1,False,True,0.0,,words-in-transition,glass,gen-1_YglT06j.wav,37
87,words-in-transition/glass/gen-1_diq3vqw.wav,5,35.0,1,False,True,2045.38505,4133.16182342,words-in-transition,glass,gen-1_diq3vqw.wav,35
172,words-in-transition/glass/gen-1_dzEIAbC.wav,5,35.0,1,False,True,0.0,,words-in-transition,glass,gen-1_dzEIAbC.wav,35
201,words-in-transition/glass/gen-1_gsjlRCJ.wav,5,36.0,1,True,True,0.0,,words-in-transition,glass,gen-1_gsjlRCJ.wav,36
159,words-in-transition/glass/gen-1_j4Kcygt.wav,5,34.0,1,False,True,0.0,,words-in-transition,glass,gen-1_j4Kcygt.wav,34
134,words-in-transition/glass/gen-1_jXa5FlN.wav,5,36.0,1,True,True,0.0,,words-in-transition,glass,gen-1_jXa5FlN.wav,36
61,words-in-transition/glass/gen-1_klusIw4.wav,5,35.0,1,False,True,0.0,,words-in-transition,glass,gen-1_klusIw4.wav,35
164,words-in-transition/glass/gen-1_lttmD3q.wav,5,36.0,1,True,True,0.0,,words-in-transition,glass,gen-1_lttmD3q.wav,36
239,words-in-transition/glass/gen-1_mbPGMil.wav,5,36.0,1,True,True,0.0,,words-in-transition,glass,gen-1_mbPGMil.wav,36
109,words-in-transition/glass/gen-1_nKea5qP.wav,5,37.0,1,True,True,0.0,,words-in-transition,glass,gen-1_nKea5qP.wav,37
219,words-in-transition/glass/gen-1_vfP1khE.wav,5,37.0,1,True,True,0.0,,words-in-transition,glass,gen-1_vfP1khE.wav,37
99,words-in-transition/glass/gen-1_xVMLDJH.wav,5,35.0,1,True,True,0.0,,words-in-transition,glass,gen-1_xVMLDJH.wav,35
245,words-in-transition/glass/gen-1_zgYVy52.wav,5,37.0,1,True,True,0.0,,words-in-transition,glass,gen-1_zgYVy52.wav,37
136,words-in-transition/glass/gen-1_zq5v7MJ.wav,5,34.0,1,False,True,0.0,,words-in-transition,glass,gen-1_zq5v7MJ.wav,34
178,words-in-transition/glass/gen-2.wav,5,159.0,2,False,True,0.0,,words-in-transition,glass,gen-2.wav,34
256,words-in-transition/glass/gen-2_7AwVJ65.wav,5,72.0,2,False,True,0.0,,words-in-transition,glass,gen-2_7AwVJ65.wav,36
293,words-in-transition/glass/gen-2_9BdTjGX.wav,5,270.0,2,True,True,0.0,,words-in-transition,glass,gen-2_9BdTjGX.wav,36
259,words-in-transition/glass/gen-2_BS14JZZ.wav,5,242.0,2,True,True,0.0,,words-in-transition,glass,gen-2_BS14JZZ.wav,36
180,words-in-transition/glass/gen-2_DrYXAo4.wav,5,164.0,2,True,True,0.0,,words-in-transition,glass,gen-2_DrYXAo4.wav,36
263,words-in-transition/glass/gen-2_Em5aFKK.wav,5,61.0,2,False,True,0.0,,words-in-transition,glass,gen-2_Em5aFKK.wav,35
314,words-in-transition/glass/gen-2_JUYpF34.wav,5,277.0,2,False,True,0.0,,words-in-transition,glass,gen-2_JUYpF34.wav,36
284,words-in-transition/glass/gen-2_Mrdje6t.wav,5,101.0,2,False,True,383.884615385,2218.0,words-in-transition,glass,gen-2_Mrdje6t.wav,34
286,words-in-transition/glass/gen-2_N92ZsaP.wav,5,245.0,2,True,True,0.0,,words-in-transition,glass,gen-2_N92ZsaP.wav,37
235,words-in-transition/glass/gen-2_P8fIlgD.wav,5,56.0,2,False,True,0.0,,words-in-transition,glass,gen-2_P8fIlgD.wav,35
221,words-in-transition/glass/gen-2_PkngZ0o.wav,5,205.0,2,True,True,0.0,,words-in-transition,glass,gen-2_PkngZ0o.wav,36
188,words-in-transition/glass/gen-2_Vnru1ZO.wav,5,143.0,2,True,True,0.0,,words-in-transition,glass,gen-2_Vnru1ZO.wav,35
194,words-in-transition/glass/gen-2_WI6r4Ep.wav,5,134.0,2,True,True,0.0,,words-in-transition,glass,gen-2_WI6r4Ep.wav,36
186,words-in-transition/glass/gen-2_Wcc3kkd.wav,5,144.0,2,True,True,0.0,,words-in-transition,glass,gen-2_Wcc3kkd.wav,37
251,words-in-transition/glass/gen-2_XkPCOCw.wav,5,63.0,2,False,True,0.0,2719.93846154,words-in-transition,glass,gen-2_XkPCOCw.wav,37
305,words-in-transition/glass/gen-2_ffwNH1V.wav,5,111.0,2,False,True,0.0,,words-in-transition,glass,gen-2_ffwNH1V.wav,36
199,words-in-transition/glass/gen-2_lKNhxCP.wav,5,136.0,2,False,True,0.0,,words-in-transition,glass,gen-2_lKNhxCP.wav,34
297,words-in-transition/glass/gen-2_mrwQcLc.wav,5,281.0,2,True,True,0.0,,words-in-transition,glass,gen-2_mrwQcLc.wav,36
266,words-in-transition/glass/gen-2_s6e2iLH.wav,5,87.0,2,False,True,892.630769231,3413.0,words-in-transition,glass,gen-2_s6e2iLH.wav,35
226,words-in-transition/glass/gen-2_sbmeztI.wav,5,215.0,2,False,True,0.0,,words-in-transition,glass,gen-2_sbmeztI.wav,37
307,words-in-transition/glass/gen-2_slwTd5M.wav,5,116.0,2,False,True,0.0,,words-in-transition,glass,gen-2_slwTd5M.wav,34
192,words-in-transition/glass/gen-2_v2ARvWm.wav,5,148.0,2,True,True,0.0,,words-in-transition,glass,gen-2_v2ARvWm.wav,37
301,words-in-transition/glass/gen-2_wPAGDdE.wav,5,172.0,2,False,True,0.0,,words-in-transition,glass,gen-2_wPAGDdE.wav,35
232,words-in-transition/glass/gen-2_xEfCNpo.wav,5,210.0,2,False,True,0.0,,words-in-transition,glass,gen-2_xEfCNpo.wav,37
317,words-in-transition/glass/gen-3.wav,5,188.0,3,True,True,0.0,,words-in-transition,glass,gen-3.wav,35
331,words-in-transition/glass/gen-3_ItMhmGg.wav,5,232.0,3,True,True,2463.81579231,4581.83287692,words-in-transition,glass,gen-3_ItMhmGg.wav,37
344,words-in-transition/glass/gen-3_WNYWKvp.wav,5,251.0,3,True,True,0.0,,words-in-transition,glass,gen-3_WNYWKvp.wav,37
365,words-in-transition/glass/gen-3_WZoFXzD.wav,5,178.0,3,False,True,0.0,,words-in-transition,glass,gen-3_WZoFXzD.wav,34
324,words-in-transition/glass/gen-3_Z7mjxNO.wav,5,263.0,3,False,True,0.0,,words-in-transition,glass,gen-3_Z7mjxNO.wav,35
341,words-in-transition/glass/gen-3_ZAOXosI.wav,5,286.0,3,True,True,0.0,,words-in-transition,glass,gen-3_ZAOXosI.wav,37
336,words-in-transition/glass/gen-3_dpmQOjA.wav,5,314.0,3,False,True,0.0,,words-in-transition,glass,gen-3_dpmQOjA.wav,36
321,words-in-transition/glass/gen-3_jjUj7b0.wav,5,284.0,3,False,True,0.0,,words-in-transition,glass,gen-3_jjUj7b0.wav,34
361,words-in-transition/glass/gen-3_kWP3nOd.wav,5,301.0,3,False,True,0.0,,words-in-transition,glass,gen-3_kWP3nOd.wav,35
368,words-in-transition/glass/gen-3_mtIWKQF.wav,5,199.0,3,False,True,0.0,,words-in-transition,glass,gen-3_mtIWKQF.wav,34
329,words-in-transition/glass/gen-3_rkpuRff.wav,5,305.0,3,True,True,0.0,,words-in-transition,glass,gen-3_rkpuRff.wav,36
358,words-in-transition/glass/gen-3_sBFw6Ba.wav,5,256.0,3,False,True,0.0,,words-in-transition,glass,gen-3_sBFw6Ba.wav,36
355,words-in-transition/glass/gen-3_vyYc1PX.wav,5,226.0,3,False,True,0.0,,words-in-transition,glass,gen-3_vyYc1PX.wav,37
388,words-in-transition/glass/gen-3_yCy6iHd.wav,5,266.0,3,False,True,0.0,,words-in-transition,glass,gen-3_yCy6iHd.wav,35
378,words-in-transition/glass/gen-3_yrZGKh7.wav,5,266.0,3,True,True,0.0,,words-in-transition,glass,gen-3_yrZGKh7.wav,35
379,words-in-transition/glass/gen-3_z3DD8jF.wav,5,235.0,3,False,True,0.0,,words-in-transition,glass,gen-3_z3DD8jF.wav,35
348,words-in-transition/glass/gen-3_zUSgyOs.wav,5,307.0,3,False,True,522.830769231,1435.56923077,words-in-transition,glass,gen-3_zUSgyOs.wav,34
383,words-in-transition/glass/gen-4.wav,5,329.0,4,True,True,0.0,,words-in-transition,glass,gen-4.wav,36
411,words-in-transition/glass/gen-4_0QmLYlY.wav,5,358.0,4,False,True,0.0,,words-in-transition,glass,gen-4_0QmLYlY.wav,36
399,words-in-transition/glass/gen-4_64Jj0kf.wav,5,355.0,4,False,True,0.0,,words-in-transition,glass,gen-4_64Jj0kf.wav,37
431,words-in-transition/glass/gen-4_HLX3zLN.wav,5,331.0,4,True,True,0.0,,words-in-transition,glass,gen-4_HLX3zLN.wav,37
405,words-in-transition/glass/gen-4_Jp91B0k.wav,5,317.0,4,True,True,0.0,,words-in-transition,glass,gen-4_Jp91B0k.wav,35
384,words-in-transition/glass/gen-4_KzsWyEG.wav,5,344.0,4,True,True,0.0,,words-in-transition,glass,gen-4_KzsWyEG.wav,37
404,words-in-transition/glass/gen-4_WQUkZwY.wav,5,378.0,4,True,True,0.0,,words-in-transition,glass,gen-4_WQUkZwY.wav,35
429,words-in-transition/glass/gen-4_ZFWelD6.wav,5,365.0,4,False,True,0.0,4941.2,words-in-transition,glass,gen-4_ZFWelD6.wav,34
434,words-in-transition/glass/gen-4_bZ2EvoJ.wav,5,336.0,4,True,True,0.0,,words-in-transition,glass,gen-4_bZ2EvoJ.wav,36
449,words-in-transition/glass/gen-4_kdLysis.wav,5,348.0,4,False,True,242.871842308,1470.35926154,words-in-transition,glass,gen-4_kdLysis.wav,34
396,words-in-transition/glass/gen-4_kj314pY.wav,5,388.0,4,False,True,0.0,,words-in-transition,glass,gen-4_kj314pY.wav,35
438,words-in-transition/glass/gen-4_mkFGs6x.wav,5,368.0,4,False,True,0.0,,words-in-transition,glass,gen-4_mkFGs6x.wav,34
416,words-in-transition/glass/gen-4_q8XcWxG.wav,5,341.0,4,True,True,0.0,,words-in-transition,glass,gen-4_q8XcWxG.wav,37
423,words-in-transition/glass/gen-4_q9rt6Tl.wav,5,361.0,4,False,True,584.861538462,2304.0,words-in-transition,glass,gen-4_q9rt6Tl.wav,35
406,words-in-transition/glass/gen-4_upUrbwZ.wav,5,379.0,4,False,True,0.0,3363.67833846,words-in-transition,glass,gen-4_upUrbwZ.wav,35
427,words-in-transition/glass/gen-4_yzF9GCA.wav,5,321.0,4,False,True,351.75,1365.0,words-in-transition,glass,gen-4_yzF9GCA.wav,34
445,words-in-transition/glass/gen-4_zeiVW5a.wav,5,336.0,4,False,True,0.0,,words-in-transition,glass,gen-4_zeiVW5a.wav,36
452,words-in-transition/glass/gen-5.wav,5,445.0,5,True,True,0.0,,words-in-transition,glass,gen-5.wav,36
498,words-in-transition/glass/gen-5_4fNiOVu.wav,5,399.0,5,False,True,0.0,,words-in-transition,glass,gen-5_4fNiOVu.wav,37
469,words-in-transition/glass/gen-5_B3Z6JKq.wav,5,384.0,5,True,True,0.0,,words-in-transition,glass,gen-5_B3Z6JKq.wav,37
475,words-in-transition/glass/gen-5_DKoUWEO.wav,5,449.0,5,False,True,0.0,,words-in-transition,glass,gen-5_DKoUWEO.wav,34
489,words-in-transition/glass/gen-5_H5uQkTB.wav,5,438.0,5,False,True,0.0,,words-in-transition,glass,gen-5_H5uQkTB.wav,34
480,words-in-transition/glass/gen-5_HoyACL1.wav,5,405.0,5,True,True,0.0,3564.30769231,words-in-transition,glass,gen-5_HoyACL1.wav,35
491,words-in-transition/glass/gen-5_N3xp7SL.wav,5,411.0,5,False,True,0.0,,words-in-transition,glass,gen-5_N3xp7SL.wav,36
483,words-in-transition/glass/gen-5_VWQAy0i.wav,5,429.0,5,False,True,0.0,,words-in-transition,glass,gen-5_VWQAy0i.wav,34
464,words-in-transition/glass/gen-5_inUnvd8.wav,5,396.0,5,False,True,0.0,,words-in-transition,glass,gen-5_inUnvd8.wav,35
457,words-in-transition/glass/gen-5_ir6fPpR.wav,5,383.0,5,True,True,0.0,,words-in-transition,glass,gen-5_ir6fPpR.wav,36
496,words-in-transition/glass/gen-5_l9EGDob.wav,5,406.0,5,False,True,0.0,,words-in-transition,glass,gen-5_l9EGDob.wav,35
471,words-in-transition/glass/gen-5_okAyWAy.wav,5,427.0,5,False,True,0.0,2817.96923077,words-in-transition,glass,gen-5_okAyWAy.wav,34
460,words-in-transition/glass/gen-5_u4pJrOQ.wav,5,423.0,5,False,True,0.0,,words-in-transition,glass,gen-5_u4pJrOQ.wav,35
502,words-in-transition/glass/gen-6.wav,5,496.0,6,False,True,0.0,,words-in-transition,glass,gen-6.wav,35
538,words-in-transition/glass/gen-6_7xkzqta.wav,5,475.0,6,False,True,0.0,,words-in-transition,glass,gen-6_7xkzqta.wav,34
509,words-in-transition/glass/gen-6_AARwes9.wav,5,452.0,6,True,True,0.0,,words-in-transition,glass,gen-6_AARwes9.wav,36
542,words-in-transition/glass/gen-6_ArhnCUp.wav,5,457.0,6,True,True,0.0,,words-in-transition,glass,gen-6_ArhnCUp.wav,36
516,words-in-transition/glass/gen-6_CFLdbGL.wav,5,480.0,6,True,True,0.0,,words-in-transition,glass,gen-6_CFLdbGL.wav,35
513,words-in-transition/glass/gen-6_RqKfnt3.wav,5,498.0,6,False,True,0.0,,words-in-transition,glass,gen-6_RqKfnt3.wav,37
529,words-in-transition/glass/gen-6_jb6G7dm.wav,5,469.0,6,True,True,0.0,,words-in-transition,glass,gen-6_jb6G7dm.wav,37
524,words-in-transition/glass/gen-6_jchWP7T.wav,5,483.0,6,False,True,0.0,,words-in-transition,glass,gen-6_jchWP7T.wav,34
544,words-in-transition/glass/gen-6_oHQN5LH.wav,5,489.0,6,True,True,0.0,,words-in-transition,glass,gen-6_oHQN5LH.wav,34
554,words-in-transition/glass/gen-6_sIuU4FR.wav,5,460.0,6,False,True,322.221523077,1595.38949231,words-in-transition,glass,gen-6_sIuU4FR.wav,35
549,words-in-transition/glass/gen-6_tQTN10x.wav,5,491.0,6,False,False,0.0,,words-in-transition,glass,gen-6_tQTN10x.wav,36
533,words-in-transition/glass/gen-6_xUOSCVK.wav,5,471.0,6,False,True,1385.74615385,3175.10769231,words-in-transition,glass,gen-6_xUOSCVK.wav,34
520,words-in-transition/glass/gen-6_xknRzKm.wav,5,464.0,6,False,True,0.0,,words-in-transition,glass,gen-6_xknRzKm.wav,35
556,words-in-transition/glass/gen-7.wav,5,549.0,7,False,False,0.0,,words-in-transition,glass,gen-7.wav,36
566,words-in-transition/glass/gen-7_Edh6q2Y.wav,5,533.0,7,False,True,0.0,,words-in-transition,glass,gen-7_Edh6q2Y.wav,34
562,words-in-transition/glass/gen-7_SWYJqg4.wav,5,529.0,7,True,True,0.0,,words-in-transition,glass,gen-7_SWYJqg4.wav,37
34,words-in-transition/glass/seed.wav,5,,0,False,True,0.0,,words-in-transition,glass,seed.wav,34
35,words-in-transition/glass/seed_SxvBNjg.wav,5,,0,False,True,0.0,,words-in-transition,glass,seed_SxvBNjg.wav,35
36,words-in-transition/glass/seed_cUc3ZE4.wav,5,,0,False,True,73.8461538462,600.0,words-in-transition,glass,seed_cUc3ZE4.wav,36
37,words-in-transition/glass/seed_xdtwqdU.wav,5,,0,False,True,127.938461538,3024.0,words-in-transition,glass,seed_xdtwqdU.wav,37
51,words-in-transition/tear/gen-1.wav,6,38.0,1,False,True,0.0,,words-in-transition,tear,gen-1.wav,38
149,words-in-transition/tear/gen-1_00FXHEO.wav,6,40.0,1,True,True,0.0,,words-in-transition,tear,gen-1_00FXHEO.wav,40
138,words-in-transition/tear/gen-1_3tBcMPH.wav,6,39.0,1,False,True,0.0,,words-in-transition,tear,gen-1_3tBcMPH.wav,39
91,words-in-transition/tear/gen-1_4qe8mOJ.wav,6,41.0,1,False,True,0.0,,words-in-transition,tear,gen-1_4qe8mOJ.wav,41
204,words-in-transition/tear/gen-1_8f4V57G.wav,6,40.0,1,False,True,0.0,1080.97825385,words-in-transition,tear,gen-1_8f4V57G.wav,40
140,words-in-transition/tear/gen-1_CH4m78r.wav,6,40.0,1,False,True,0.0,,words-in-transition,tear,gen-1_CH4m78r.wav,40
59,words-in-transition/tear/gen-1_LTMjyD7.wav,6,41.0,1,False,True,0.0,,words-in-transition,tear,gen-1_LTMjyD7.wav,41
106,words-in-transition/tear/gen-1_Nj0KYOw.wav,6,40.0,1,True,True,0.0,,words-in-transition,tear,gen-1_Nj0KYOw.wav,40
75,words-in-transition/tear/gen-1_NpPitws.wav,6,40.0,1,True,True,0.0,,words-in-transition,tear,gen-1_NpPitws.wav,40
126,words-in-transition/tear/gen-1_Omk1Plj.wav,6,40.0,1,True,True,0.0,,words-in-transition,tear,gen-1_Omk1Plj.wav,40
86,words-in-transition/tear/gen-1_OnSYP8u.wav,6,39.0,1,False,True,1996.8,4551.84516129,words-in-transition,tear,gen-1_OnSYP8u.wav,39
54,words-in-transition/tear/gen-1_SfUP0hs.wav,6,38.0,1,False,True,0.0,,words-in-transition,tear,gen-1_SfUP0hs.wav,38
145,words-in-transition/tear/gen-1_Xd3oZMl.wav,6,40.0,1,False,True,0.0,,words-in-transition,tear,gen-1_Xd3oZMl.wav,40
114,words-in-transition/tear/gen-1_YBkTRFE.wav,6,41.0,1,False,True,0.0,,words-in-transition,tear,gen-1_YBkTRFE.wav,41
71,words-in-transition/tear/gen-1_c57E7V5.wav,6,38.0,1,False,True,0.0,,words-in-transition,tear,gen-1_c57E7V5.wav,38
110,words-in-transition/tear/gen-1_eWPpA95.wav,6,40.0,1,False,True,678.40005,2750.07354358,words-in-transition,tear,gen-1_eWPpA95.wav,40
104,words-in-transition/tear/gen-1_jLeHRL7.wav,6,39.0,1,True,True,0.0,,words-in-transition,tear,gen-1_jLeHRL7.wav,39
68,words-in-transition/tear/gen-1_rXcoWVA.wav,6,39.0,1,True,True,0.0,,words-in-transition,tear,gen-1_rXcoWVA.wav,39
135,words-in-transition/tear/gen-1_vcA2JMS.wav,6,39.0,1,False,True,275.692307692,1599.01538462,words-in-transition,tear,gen-1_vcA2JMS.wav,39
98,words-in-transition/tear/gen-1_xAAeHMZ.wav,6,39.0,1,False,True,0.0,,words-in-transition,tear,gen-1_xAAeHMZ.wav,39
62,words-in-transition/tear/gen-1_xAaXkg5.wav,6,38.0,1,False,True,0.0,,words-in-transition,tear,gen-1_xAaXkg5.wav,38
100,words-in-transition/tear/gen-1_zQoEAYR.wav,6,41.0,1,False,True,0.0,,words-in-transition,tear,gen-1_zQoEAYR.wav,41
155,words-in-transition/tear/gen-2.wav,6,100.0,2,False,True,0.0,,words-in-transition,tear,gen-2.wav,41
222,words-in-transition/tear/gen-2_0azYTzi.wav,6,135.0,2,False,True,0.0,,words-in-transition,tear,gen-2_0azYTzi.wav,39
216,words-in-transition/tear/gen-2_0jKoBmn.wav,6,51.0,2,False,True,0.0,,words-in-transition,tear,gen-2_0jKoBmn.wav,38
197,words-in-transition/tear/gen-2_8Czigrn.wav,6,71.0,2,False,True,0.0,,words-in-transition,tear,gen-2_8Czigrn.wav,38
175,words-in-transition/tear/gen-2_CWt72zE.wav,6,59.0,2,False,True,0.0,,words-in-transition,tear,gen-2_CWt72zE.wav,41
211,words-in-transition/tear/gen-2_DPai71v.wav,6,98.0,2,False,True,0.0,,words-in-transition,tear,gen-2_DPai71v.wav,39
225,words-in-transition/tear/gen-2_FeH7RxR.wav,6,140.0,2,False,True,0.0,,words-in-transition,tear,gen-2_FeH7RxR.wav,40
176,words-in-transition/tear/gen-2_JzZtmlj.wav,6,110.0,2,False,True,0.0,,words-in-transition,tear,gen-2_JzZtmlj.wav,40
163,words-in-transition/tear/gen-2_KXA3RUU.wav,6,91.0,2,False,True,704.328130769,2197.98951154,words-in-transition,tear,gen-2_KXA3RUU.wav,41
181,words-in-transition/tear/gen-2_Ms9gOg0.wav,6,62.0,2,False,True,937.353846154,2577.72307692,words-in-transition,tear,gen-2_Ms9gOg0.wav,38
156,words-in-transition/tear/gen-2_O6SZoAQ.wav,6,149.0,2,True,True,0.0,,words-in-transition,tear,gen-2_O6SZoAQ.wav,40
196,words-in-transition/tear/gen-2_SAaowYv.wav,6,145.0,2,False,True,0.0,,words-in-transition,tear,gen-2_SAaowYv.wav,40
206,words-in-transition/tear/gen-2_hulxaHL.wav,6,204.0,2,False,True,0.0,,words-in-transition,tear,gen-2_hulxaHL.wav,40
189,words-in-transition/tear/gen-2_jWu2HdL.wav,6,114.0,2,False,True,0.0,,words-in-transition,tear,gen-2_jWu2HdL.wav,41
167,words-in-transition/tear/gen-2_kIGFUrg.wav,6,54.0,2,False,True,0.0,,words-in-transition,tear,gen-2_kIGFUrg.wav,38
217,words-in-transition/tear/gen-2_l3XJsKR.wav,6,138.0,2,False,True,0.0,,words-in-transition,tear,gen-2_l3XJsKR.wav,39
185,words-in-transition/tear/gen-2_xC6ojWC.wav,6,86.0,2,False,True,0.0,,words-in-transition,tear,gen-2_xC6ojWC.wav,39
229,words-in-transition/tear/gen-3.wav,6,175.0,3,False,True,1245.53846154,4765.53846154,words-in-transition,tear,gen-3.wav,41
282,words-in-transition/tear/gen-3_0VlbKAg.wav,6,176.0,3,False,True,183.794884615,1543.87703077,words-in-transition,tear,gen-3_0VlbKAg.wav,40
250,words-in-transition/tear/gen-3_1UPPdHg.wav,6,181.0,3,False,True,0.0,4088.49818846,words-in-transition,tear,gen-3_1UPPdHg.wav,38
292,words-in-transition/tear/gen-3_7o9HpJn.wav,6,222.0,3,False,True,0.0,,words-in-transition,tear,gen-3_7o9HpJn.wav,39
287,words-in-transition/tear/gen-3_E3540iS.wav,6,167.0,3,False,True,1870.76923077,5120.0,words-in-transition,tear,gen-3_E3540iS.wav,38
254,words-in-transition/tear/gen-3_TG6C1G0.wav,6,155.0,3,False,True,0.0,,words-in-transition,tear,gen-3_TG6C1G0.wav,41
233,words-in-transition/tear/gen-3_VxD9X7o.wav,6,211.0,3,False,True,0.0,,words-in-transition,tear,gen-3_VxD9X7o.wav,39
248,words-in-transition/tear/gen-3_cZO7FUc.wav,6,216.0,3,False,True,0.0,,words-in-transition,tear,gen-3_cZO7FUc.wav,38
268,words-in-transition/tear/gen-3_jwr85QN.wav,6,217.0,3,False,True,0.0,3027.69230769,words-in-transition,tear,gen-3_jwr85QN.wav,39
260,words-in-transition/tear/gen-3_jzySLIp.wav,6,189.0,3,False,True,0.0,,words-in-transition,tear,gen-3_jzySLIp.wav,41
269,words-in-transition/tear/gen-3_kTF7A7j.wav,6,225.0,3,False,True,0.0,,words-in-transition,tear,gen-3_kTF7A7j.wav,40
280,words-in-transition/tear/gen-3_qIP39w6.wav,6,206.0,3,False,True,0.0,,words-in-transition,tear,gen-3_qIP39w6.wav,40
238,words-in-transition/tear/gen-3_st4XQjs.wav,6,185.0,3,False,True,0.0,,words-in-transition,tear,gen-3_st4XQjs.wav,39
261,words-in-transition/tear/gen-3_tdDDv8T.wav,6,163.0,3,True,True,0.0,,words-in-transition,tear,gen-3_tdDDv8T.wav,41
243,words-in-transition/tear/gen-3_ulI4j0O.wav,6,196.0,3,False,True,0.0,,words-in-transition,tear,gen-3_ulI4j0O.wav,40
271,words-in-transition/tear/gen-3_zr2XdiI.wav,6,197.0,3,False,True,0.0,,words-in-transition,tear,gen-3_zr2XdiI.wav,38
296,words-in-transition/tear/gen-4.wav,6,271.0,4,False,True,0.0,,words-in-transition,tear,gen-4.wav,38
349,words-in-transition/tear/gen-4_0JqyA7y.wav,6,229.0,4,False,True,0.0,,words-in-transition,tear,gen-4_0JqyA7y.wav,41
346,words-in-transition/tear/gen-4_CAsFUBd.wav,6,260.0,4,False,True,0.0,,words-in-transition,tear,gen-4_CAsFUBd.wav,41
304,words-in-transition/tear/gen-4_CDlwibq.wav,6,292.0,4,False,True,0.0,,words-in-transition,tear,gen-4_CDlwibq.wav,39
339,words-in-transition/tear/gen-4_GezGiP9.wav,6,248.0,4,False,True,0.0,,words-in-transition,tear,gen-4_GezGiP9.wav,38
308,words-in-transition/tear/gen-4_Lpy6ZLv.wav,6,250.0,4,False,True,0.0,,words-in-transition,tear,gen-4_Lpy6ZLv.wav,38
328,words-in-transition/tear/gen-4_OhwOgZo.wav,6,243.0,4,False,True,0.0,1797.25109231,words-in-transition,tear,gen-4_OhwOgZo.wav,40
311,words-in-transition/tear/gen-4_aURN2mg.wav,6,261.0,4,True,True,0.0,,words-in-transition,tear,gen-4_aURN2mg.wav,41
